Unnamed: 0,neighbourhood_group_cleansed,property_type,room_type,bedrooms,price,minimum_nights_avg_ntm,instant_bookable,property_type_group,review_score,review_score_porcent,occupancy_rate,bedroom_occupancy_percent,min_nights_percent_year
8056,Centro,Entire rental unit,Entire home/apt,1.0,234.0,2.4,True,House,4,0.78,0.75,0.51,0.01
8057,Puente de Vallecas,Entire rental unit,Entire home/apt,1.0,113.0,2.0,True,Floor,4,0.77,0.58,0.84,0.01
8058,Centro,Private room in rental unit,Private room,1.0,98.0,3.0,False,Room,4,0.66,0.55,0.92,0.01
8059,Centro,Private room in rental unit,Private room,1.0,98.0,3.0,False,Room,5,0.98,0.47,0.77,0.01
8060,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,120.0,3.1,False,Floor,5,0.87,0.38,0.89,0.01
8061,Centro,Entire rental unit,Entire home/apt,3.0,208.0,4.7,False,Floor,4,0.64,0.86,0.85,0.01
8062,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,85.0,4.1,True,Floor,4,0.64,0.77,0.94,0.01
8063,Arganzuela,Entire rental unit,Entire home/apt,2.0,96.0,3.0,True,Floor,5,0.81,0.55,0.98,0.01
8064,Retiro,Entire rental unit,Entire home/apt,3.0,121.0,33.8,True,House,5,0.94,0.94,0.51,0.09
8065,Centro,Entire rental unit,Entire home/apt,0.0,113.0,6.8,True,Floor,3,0.49,0.73,0.84,0.02
8066,Salamanca,Entire rental unit,Entire home/apt,2.0,171.0,4.7,False,House,2,0.34,0.4,0.38,0.01
8067,Arganzuela,Entire rental unit,Entire home/apt,2.0,120.0,4.7,False,House,4,0.62,0.72,0.67,0.01
8068,Retiro,Entire rental unit,Entire home/apt,2.0,150.0,1.4,True,Floor,3,0.55,0.68,0.87,0.0
8069,Centro,Entire rental unit,Entire home/apt,0.0,90.0,6.8,True,House,5,0.95,0.79,0.33,0.02
8070,Ciudad Lineal,Private room in rental unit,Private room,1.0,60.0,2.0,False,Room,3,0.46,0.33,0.51,0.01
8071,Salamanca,Private room in rental unit,Private room,1.0,74.0,2.0,True,Room,3,0.48,0.32,0.91,0.01
8072,Salamanca,Entire rental unit,Entire home/apt,2.0,147.0,4.0,True,Floor,4,0.75,0.65,0.81,0.01
8073,Centro,Entire rental unit,Entire home/apt,1.0,176.0,13.7,True,Floor,4,0.69,0.93,0.87,0.04
8074,Ciudad Lineal,Entire rental unit,Entire home/apt,0.0,89.0,5.2,True,Floor,5,0.88,0.9,0.82,0.01
8075,Centro,Private room in rental unit,Private room,1.0,38.0,2.9,False,Room,3,0.44,0.42,1.0,0.01
8076,ChamberÃ­,Entire loft,Entire home/apt,2.0,146.0,1.0,True,Floor,1,0.05,0.82,0.62,0.0
8077,Ciudad Lineal,Entire home,Entire home/apt,4.0,343.0,3.0,True,House,3,0.47,0.79,0.42,0.01
8078,Salamanca,Entire rental unit,Entire home/apt,2.0,285.0,2.4,False,House,5,0.83,0.4,0.95,0.01
8079,Arganzuela,Entire rental unit,Entire home/apt,1.0,78.0,1.3,True,Floor,5,0.99,0.86,0.92,0.0
8080,Ciudad Lineal,Entire rental unit,Entire home/apt,0.0,99.0,5.3,True,Floor,4,0.78,0.51,0.31,0.01
8081,Latina,Private room in rental unit,Private room,1.0,43.0,2.0,False,Room,4,0.76,0.57,0.32,0.01
8082,Arganzuela,Entire rental unit,Entire home/apt,1.0,112.0,33.7,True,House,1,0.08,0.75,0.53,0.09
8083,Puente de Vallecas,Entire rental unit,Entire home/apt,0.0,104.0,1.3,True,House,4,0.73,0.56,0.75,0.0
8084,Arganzuela,Entire rental unit,Entire home/apt,1.0,112.0,34.4,True,Floor,3,0.59,0.76,0.89,0.09
8085,Centro,Entire rental unit,Entire home/apt,0.0,87.0,4.7,False,House,5,0.84,0.86,0.9,0.01
8086,Centro,Entire rental unit,Entire home/apt,2.0,219.0,30.0,False,House,5,0.92,0.41,0.8,0.08
8087,Centro,Entire rental unit,Entire home/apt,1.0,82.0,2.0,False,Floor,3,0.44,0.57,0.48,0.01
8088,Salamanca,Entire rental unit,Entire home/apt,3.0,289.0,30.0,False,Floor,4,0.75,0.64,0.91,0.08
8089,Moncloa - Aravaca,Entire condo,Entire home/apt,1.0,67.0,28.0,False,House,2,0.31,0.45,0.85,0.08
8090,Centro,Entire rental unit,Entire home/apt,1.0,60.0,5.0,True,Floor,4,0.62,0.39,0.42,0.01
8091,ChamberÃ­,Entire rental unit,Entire home/apt,4.0,274.0,6.8,True,House,1,0.15,0.48,0.96,0.02
8092,Centro,Entire rental unit,Entire home/apt,3.0,103.0,2.7,False,Floor,4,0.67,0.61,0.93,0.01
8093,ChamberÃ­,Entire rental unit,Entire home/apt,3.0,165.0,29.6,False,Floor,5,0.93,0.68,0.91,0.08
8094,Centro,Entire rental unit,Entire home/apt,0.0,60.0,31.0,False,House,1,0.17,0.41,0.99,0.08
8095,Centro,Entire rental unit,Entire home/apt,2.0,99.0,2.0,True,House,5,0.87,0.52,0.55,0.01
8096,Centro,Entire rental unit,Entire home/apt,0.0,60.0,19.5,False,House,1,0.18,0.69,0.7,0.05
8097,Centro,Private room in rental unit,Private room,1.0,54.0,2.0,True,Room,3,0.47,0.55,0.99,0.01
8098,Arganzuela,Entire rental unit,Entire home/apt,2.0,112.0,4.5,True,Floor,4,0.72,0.94,0.87,0.01
8099,Centro,Entire rental unit,Entire home/apt,3.0,240.0,3.0,False,Floor,5,0.87,0.58,0.8,0.01
8100,Barajas,Private room in casa particular,Private room,1.0,79.0,1.0,False,Room,2,0.35,0.57,0.94,0.0
8101,Carabanchel,Entire rental unit,Entire home/apt,0.0,79.0,3.6,True,Floor,3,0.59,0.63,0.86,0.01
8102,Ciudad Lineal,Entire rental unit,Entire home/apt,1.0,110.0,3.3,True,House,5,0.99,0.7,0.55,0.01
8103,Centro,Entire rental unit,Entire home/apt,2.0,210.0,2.8,True,Floor,5,0.88,0.42,0.54,0.01
8104,Centro,Entire rental unit,Entire home/apt,1.0,77.0,1.0,False,Floor,5,0.82,0.4,0.85,0.0
8105,Centro,Entire rental unit,Entire home/apt,2.0,151.0,2.1,False,Floor,1,0.19,0.49,0.97,0.01
8106,Centro,Entire rental unit,Entire home/apt,1.0,121.0,3.0,False,House,3,0.51,0.89,0.67,0.01
8107,Salamanca,Entire rental unit,Entire home/apt,1.0,66.0,29.0,True,Floor,5,0.83,0.7,0.95,0.08
8108,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,147.0,6.8,True,Floor,5,0.97,0.83,0.95,0.02
8109,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,186.0,1.8,True,House,4,0.75,0.48,0.94,0.0
8110,Centro,Entire rental unit,Entire home/apt,0.0,101.0,1.6,False,Floor,4,0.61,0.85,0.78,0.0
8111,Centro,Entire rental unit,Entire home/apt,3.0,577.0,4.0,True,House,3,0.51,0.7,0.97,0.01
8112,Ciudad Lineal,Entire rental unit,Entire home/apt,4.0,424.0,2.3,False,House,5,0.83,0.33,0.41,0.01
8113,Centro,Private room in rental unit,Private room,1.0,65.0,2.0,False,Room,4,0.75,0.45,0.85,0.01
8114,Centro,Entire rental unit,Entire home/apt,0.0,144.0,1.5,True,House,2,0.27,0.37,0.47,0.0
8115,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,72.0,27.0,True,Floor,5,0.97,0.89,0.87,0.07
8116,Barajas,Private room in earthen home,Private room,1.0,45.0,1.0,False,Room,3,0.51,0.54,0.95,0.0
8117,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,109.0,31.0,False,House,3,0.57,0.77,0.99,0.08
8118,Latina,Entire rental unit,Entire home/apt,1.0,105.0,2.4,True,House,3,0.55,0.72,0.96,0.01
8119,Centro,Entire rental unit,Entire home/apt,1.0,69.0,33.7,True,House,5,0.93,0.86,0.81,0.09
8120,Centro,Entire rental unit,Entire home/apt,2.0,107.0,33.7,True,House,3,0.57,0.48,0.84,0.09
8121,Centro,Entire rental unit,Entire home/apt,2.0,128.0,36.5,True,Floor,4,0.66,0.58,0.8,0.1
8122,Arganzuela,Entire rental unit,Entire home/apt,2.0,106.0,2.0,True,Floor,5,0.87,0.48,0.84,0.01
8123,Centro,Entire rental unit,Entire home/apt,1.0,128.0,31.0,False,Floor,3,0.42,0.56,0.85,0.08
8124,Centro,Entire rental unit,Entire home/apt,1.0,85.0,29.5,True,House,5,0.94,0.45,0.66,0.08
8125,Arganzuela,Entire rental unit,Entire home/apt,1.0,79.0,6.8,True,Floor,4,0.68,0.37,0.98,0.02
8126,Latina,Entire rental unit,Entire home/apt,1.0,97.0,2.4,True,House,4,0.73,0.53,0.96,0.01
8127,Centro,Entire rental unit,Entire home/apt,1.0,78.0,2.9,True,House,4,0.73,0.49,0.94,0.01
8128,Centro,Entire condo,Entire home/apt,2.0,377.0,2.4,True,House,4,0.64,0.78,0.38,0.01
8129,Puente de Vallecas,Private room in rental unit,Private room,1.0,29.0,2.0,False,Room,3,0.49,0.59,0.9,0.01
8130,Centro,Shared room in hostel,Shared room,1.0,20.0,1.0,True,Room,4,0.65,0.52,0.87,0.0
8131,Centro,Shared room in hostel,Shared room,1.0,20.0,1.0,True,Room,5,0.85,0.66,0.91,0.0
8132,Retiro,Entire rental unit,Entire home/apt,2.0,121.0,27.6,False,House,5,0.96,0.95,0.97,0.08
8133,Centro,Entire home,Entire home/apt,1.0,86.0,2.8,True,House,5,0.98,0.63,0.66,0.01
8134,Centro,Entire rental unit,Entire home/apt,1.0,76.0,7.0,True,House,3,0.52,0.68,0.72,0.02
8135,Centro,Shared room in hostel,Shared room,1.0,20.0,1.0,True,Room,3,0.47,0.47,0.81,0.0
8136,Centro,Shared room in hostel,Shared room,1.0,20.0,1.0,True,Room,3,0.44,0.56,1.0,0.0
8137,Centro,Shared room in hostel,Shared room,1.0,81.0,1.0,True,Room,1,0.13,0.32,0.84,0.0
8138,Centro,Shared room in hostel,Shared room,1.0,40.0,1.0,True,Room,4,0.75,0.36,0.83,0.0
8139,Centro,Shared room in hostel,Shared room,1.0,40.0,1.0,True,Room,3,0.48,0.4,0.95,0.0
8140,Centro,Shared room in hostel,Shared room,1.0,58.0,1.0,True,Room,2,0.31,0.82,0.92,0.0
8141,Centro,Shared room in hostel,Shared room,1.0,20.0,1.0,True,Room,2,0.24,0.35,0.86,0.0
8142,Centro,Entire rental unit,Entire home/apt,1.0,104.0,33.7,True,Floor,4,0.73,0.31,0.85,0.09
8143,Centro,Shared room in hostel,Shared room,1.0,40.0,1.0,True,Room,3,0.43,0.81,0.89,0.0
8144,Centro,Shared room in hostel,Shared room,1.0,40.0,1.0,True,Room,4,0.74,0.82,0.84,0.0
8145,Centro,Shared room in hostel,Shared room,1.0,60.0,1.0,True,Room,3,0.53,0.66,0.87,0.0
8146,Centro,Shared room in hostel,Shared room,1.0,81.0,1.0,True,Room,2,0.37,0.48,0.84,0.0
8147,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,83.0,1.0,False,House,3,0.55,0.63,0.85,0.0
8148,Centro,Entire rental unit,Entire home/apt,2.0,143.0,6.0,True,Floor,5,1.0,0.75,0.89,0.02
8149,Salamanca,Entire rental unit,Entire home/apt,1.0,157.0,2.0,False,Floor,2,0.29,0.78,0.87,0.01
8150,Arganzuela,Entire rental unit,Entire home/apt,1.0,97.0,14.3,True,Floor,4,0.74,0.78,0.9,0.04
8151,Centro,Private room in rental unit,Private room,1.0,50.0,1.0,False,Room,3,0.43,0.73,0.88,0.0
8152,Salamanca,Entire rental unit,Entire home/apt,1.0,65.0,1.0,False,Floor,4,0.75,0.46,0.94,0.0
8153,ChamberÃ­,Entire rental unit,Entire home/apt,3.0,191.0,31.0,False,House,5,1.0,0.44,0.83,0.08
8154,Centro,Entire rental unit,Entire home/apt,3.0,180.0,3.3,True,House,4,0.79,0.47,0.44,0.01
8155,Centro,Entire rental unit,Entire home/apt,3.0,220.0,3.0,True,House,5,0.99,0.75,0.56,0.01
8156,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,122.0,31.0,False,Floor,5,0.92,0.85,0.94,0.08
8157,Carabanchel,Entire rental unit,Entire home/apt,0.0,71.0,4.7,True,Floor,4,0.76,0.54,0.92,0.01
8158,Arganzuela,Entire rental unit,Entire home/apt,2.0,107.0,4.7,False,House,3,0.47,0.45,0.93,0.01
8159,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,106.0,31.0,False,House,3,0.52,0.47,0.71,0.08
8160,ChamberÃ­,Entire rental unit,Entire home/apt,3.0,239.0,11.0,True,House,3,0.5,0.73,0.87,0.03
8161,Centro,Entire rental unit,Entire home/apt,1.0,91.0,2.0,False,House,4,0.73,0.69,0.82,0.01
8162,Carabanchel,Private room in rental unit,Private room,0.0,39.0,1.0,True,Room,2,0.38,0.46,0.87,0.0
8163,Centro,Entire rental unit,Entire home/apt,2.0,174.0,30.0,False,House,3,0.55,0.33,0.84,0.08
8164,Retiro,Entire rental unit,Entire home/apt,2.0,90.0,1.0,True,House,3,0.53,0.45,0.83,0.0
8165,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,90.0,4.7,False,Floor,5,0.85,0.41,0.98,0.01
8166,Ciudad Lineal,Private room in home,Private room,1.0,50.0,1.0,False,Room,4,0.71,0.69,0.86,0.0
8167,Moncloa - Aravaca,Entire rental unit,Entire home/apt,3.0,191.0,90.0,False,House,5,0.82,0.31,0.82,0.25
8168,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,150.0,33.7,True,Floor,4,0.74,0.85,1.0,0.09
8169,Salamanca,Entire rental unit,Entire home/apt,2.0,218.0,37.2,True,House,3,0.46,0.39,0.77,0.1
8170,Centro,Entire rental unit,Entire home/apt,1.0,91.0,16.3,True,Floor,5,0.94,0.53,0.63,0.04
8171,Centro,Shared room in hotel,Shared room,1.0,60.0,1.0,True,Room,4,0.73,0.36,0.83,0.0
8172,Arganzuela,Entire rental unit,Entire home/apt,1.0,58.0,7.0,True,House,4,0.76,0.53,0.34,0.02
8173,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,100.0,1.3,True,Floor,4,0.69,0.81,0.91,0.0
8174,Centro,Entire rental unit,Entire home/apt,0.0,122.0,6.8,True,House,1,0.06,0.56,0.6,0.02
8175,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,129.0,33.7,True,House,5,0.98,0.46,0.86,0.09
8176,Arganzuela,Entire rental unit,Entire home/apt,1.0,137.0,2.1,True,Floor,5,0.93,0.84,0.73,0.01
8177,Centro,Entire rental unit,Entire home/apt,4.0,216.0,1.3,True,Floor,4,0.74,0.62,0.74,0.0
8178,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,126.0,1.3,True,House,4,0.63,0.55,0.85,0.0
8179,TetuÃ¡n,Entire rental unit,Entire home/apt,3.0,257.0,1.0,True,House,3,0.54,0.89,0.83,0.0
8180,Centro,Entire rental unit,Entire home/apt,0.0,70.0,33.7,True,House,3,0.43,0.56,0.87,0.09
8181,Centro,Private room in rental unit,Private room,1.0,40.0,2.0,True,Room,4,0.78,0.39,0.72,0.01
8182,Centro,Private room in rental unit,Private room,1.0,37.0,2.0,False,Room,3,0.56,0.32,0.87,0.01
8183,Centro,Private room in rental unit,Private room,1.0,39.0,2.0,True,Room,1,0.11,0.59,0.58,0.01
8184,Centro,Private room in rental unit,Private room,1.0,54.0,2.0,False,Room,3,0.51,0.9,0.42,0.01
8185,Centro,Private room in rental unit,Private room,1.0,43.0,2.0,True,Room,5,0.99,0.3,0.89,0.01
8186,Centro,Private room in rental unit,Private room,1.0,53.0,2.0,False,Room,3,0.49,0.91,0.74,0.01
8187,Centro,Private room in rental unit,Private room,1.0,52.0,2.0,True,Room,3,0.48,0.34,0.97,0.01
8188,Centro,Entire rental unit,Entire home/apt,1.0,63.0,28.4,False,Floor,5,0.89,0.8,0.96,0.08
8189,Centro,Entire rental unit,Entire home/apt,1.0,104.0,34.8,True,House,5,0.86,0.32,0.99,0.1
8190,Retiro,Entire rental unit,Entire home/apt,2.0,153.0,28.0,False,House,4,0.76,0.46,0.98,0.08
8191,ChamartÃ­n,Room in hotel,Private room,1.0,72.0,1.0,True,Room,5,0.84,0.56,0.95,0.0
8192,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,161.0,1.9,True,Floor,3,0.58,0.43,0.98,0.01
8193,Centro,Entire rental unit,Entire home/apt,1.0,97.0,30.0,True,Floor,5,0.9,0.91,0.91,0.08
8194,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,96.0,1.0,True,House,5,0.93,0.55,0.93,0.0
8195,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,129.0,33.7,True,House,4,0.64,0.49,0.76,0.09
8196,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,133.0,31.0,False,Floor,5,0.97,0.58,0.47,0.08
8197,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,133.0,33.7,True,Floor,4,0.78,0.65,0.51,0.09
8198,Centro,Entire rental unit,Entire home/apt,0.0,98.0,6.8,True,Floor,4,0.68,0.92,0.91,0.02
8199,Villaverde,Entire rental unit,Entire home/apt,1.0,79.0,4.7,True,House,3,0.5,0.37,0.52,0.01
8200,Villaverde,Entire rental unit,Entire home/apt,2.0,79.0,4.7,True,House,1,0.1,0.44,0.86,0.01
8201,Centro,Entire rental unit,Entire home/apt,1.0,83.0,30.0,True,Floor,5,0.9,0.85,0.93,0.08
8202,Moncloa - Aravaca,Room in hotel,Private room,1.0,68.0,1.0,True,Room,2,0.39,0.46,0.92,0.0
8203,Centro,Entire rental unit,Entire home/apt,2.0,297.0,2.1,True,Floor,4,0.77,0.93,0.93,0.01
8204,Centro,Entire rental unit,Entire home/apt,2.0,136.0,49.8,True,Floor,4,0.79,0.39,0.72,0.14
8205,Centro,Entire rental unit,Entire home/apt,3.0,208.0,28.0,False,Floor,4,0.77,0.77,0.82,0.08
8206,Salamanca,Entire rental unit,Entire home/apt,2.0,165.0,29.3,False,Floor,4,0.69,0.59,0.33,0.08
8207,Centro,Entire rental unit,Entire home/apt,3.0,138.0,31.0,False,House,3,0.47,0.91,0.86,0.08
8208,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,95.0,30.0,True,House,4,0.74,0.92,0.74,0.08
8209,Centro,Entire rental unit,Entire home/apt,1.0,116.0,4.6,True,House,5,0.95,0.5,0.8,0.01
8210,Latina,Entire home,Entire home/apt,2.0,94.0,1.0,True,House,4,0.67,0.84,0.84,0.0
8211,Centro,Entire rental unit,Entire home/apt,0.0,68.0,5.0,False,House,5,0.9,0.91,0.97,0.01
8212,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,132.0,33.7,True,Floor,5,0.84,0.94,0.82,0.09
8213,Usera,Entire rental unit,Entire home/apt,2.0,119.0,2.0,True,House,4,0.78,0.56,0.86,0.01
8214,Centro,Entire rental unit,Entire home/apt,1.0,104.0,36.6,True,House,3,0.49,0.51,0.33,0.1
8215,Centro,Entire rental unit,Entire home/apt,3.0,206.0,2.1,True,House,1,0.16,0.69,0.48,0.01
8216,Centro,Private room in rental unit,Private room,2.0,80.0,2.0,False,Room,5,0.99,0.46,0.88,0.01
8217,Arganzuela,Entire rental unit,Entire home/apt,0.0,67.0,1.0,True,House,4,0.61,0.46,0.91,0.0
8218,Centro,Entire rental unit,Entire home/apt,1.0,79.0,2.0,False,Floor,4,0.74,0.77,0.97,0.01
8219,Centro,Entire rental unit,Entire home/apt,3.0,233.0,2.1,True,Floor,5,0.85,0.85,0.81,0.01
8220,Centro,Entire rental unit,Entire home/apt,3.0,284.0,2.1,True,Floor,4,0.71,0.82,0.99,0.01
8221,TetuÃ¡n,Entire rental unit,Entire home/apt,4.0,136.0,30.0,False,Floor,5,0.89,0.82,0.97,0.08
8222,Centro,Entire rental unit,Entire home/apt,1.0,110.0,30.0,False,Floor,4,0.77,0.94,0.46,0.08
8223,Ciudad Lineal,Entire rental unit,Entire home/apt,2.0,77.0,31.0,False,House,5,0.88,0.77,0.84,0.08
8224,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,72.0,31.0,True,Floor,4,0.75,0.82,0.71,0.08
8225,Moncloa - Aravaca,Entire rental unit,Entire home/apt,1.0,118.0,30.0,False,Floor,3,0.6,0.85,0.82,0.08
8226,ChamartÃ­n,Entire rental unit,Entire home/apt,3.0,230.0,30.0,False,House,4,0.75,0.41,0.92,0.08
8227,Centro,Entire rental unit,Entire home/apt,2.0,102.0,3.0,False,House,2,0.32,0.36,0.53,0.01
8228,Salamanca,Private room in rental unit,Private room,1.0,58.0,3.0,True,Room,5,1.0,0.55,0.84,0.01
8229,Arganzuela,Entire rental unit,Entire home/apt,0.0,67.0,1.0,True,Floor,5,0.84,0.36,0.81,0.0
8230,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,122.0,36.5,True,House,3,0.45,0.55,0.81,0.1
8231,Centro,Room in hotel,Private room,1.0,58.0,1.0,True,Room,2,0.27,0.8,0.99,0.0
8232,San Blas - Canillejas,Entire rental unit,Entire home/apt,2.0,91.0,4.6,True,House,5,0.84,0.35,0.57,0.01
8233,Usera,Entire rental unit,Entire home/apt,2.0,133.0,2.0,True,House,4,0.64,0.57,0.45,0.01
8234,Moncloa - Aravaca,Room in hotel,Private room,1.0,60.0,1.0,True,Room,5,0.86,0.54,0.9,0.0
8235,Ciudad Lineal,Entire rental unit,Entire home/apt,2.0,81.0,30.0,True,Floor,3,0.46,0.53,0.99,0.08
8236,Centro,Entire rental unit,Entire home/apt,2.0,164.0,4.7,False,House,5,0.84,0.35,0.55,0.01
8237,Centro,Entire rental unit,Entire home/apt,1.0,131.0,4.1,True,Floor,4,0.62,0.56,0.82,0.01
8238,ChamartÃ­n,Entire rental unit,Entire home/apt,3.0,254.0,27.0,True,Floor,5,0.94,0.59,0.85,0.07
8239,Arganzuela,Entire rental unit,Entire home/apt,2.0,96.0,6.7,True,House,3,0.55,0.73,0.76,0.02
8240,Latina,Entire rental unit,Entire home/apt,2.0,116.0,2.0,False,Floor,2,0.32,0.79,0.93,0.01
8241,Fuencarral - El Pardo,Entire rental unit,Entire home/apt,2.0,56.0,2.4,True,House,5,0.98,0.46,0.92,0.01
8242,Hortaleza,Entire rental unit,Entire home/apt,1.0,119.0,2.9,True,House,5,0.89,0.68,0.86,0.01
8243,Centro,Entire rental unit,Entire home/apt,1.0,51.0,2.4,True,Floor,4,0.63,0.74,0.81,0.01
8244,Latina,Private room in rental unit,Private room,1.0,25.0,1.0,False,Room,5,0.86,0.79,1.0,0.0
8245,Moncloa - Aravaca,Entire rental unit,Entire home/apt,1.0,115.0,2.0,False,Floor,3,0.44,0.85,0.83,0.01
8246,Carabanchel,Entire rental unit,Entire home/apt,2.0,96.0,4.7,True,Floor,3,0.44,0.32,0.99,0.01
8247,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,2,0.35,0.8,0.93,0.01
8248,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,4,0.63,0.44,0.88,0.01
8249,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,2,0.28,0.53,0.84,0.01
8250,Centro,Entire rental unit,Entire home/apt,1.0,87.0,4.1,True,House,3,0.44,0.37,0.86,0.01
8251,Centro,Entire rental unit,Entire home/apt,2.0,130.0,4.1,True,House,2,0.34,0.44,0.95,0.01
8252,Centro,Private room in rental unit,Private room,1.0,50.0,1.0,False,Room,4,0.64,0.33,0.81,0.0
8253,Carabanchel,Private room in rental unit,Private room,1.0,42.0,1.0,False,Room,5,0.96,0.41,0.97,0.0
8254,Salamanca,Entire rental unit,Entire home/apt,0.0,129.0,2.3,True,Floor,5,0.91,0.54,0.92,0.01
8255,Puente de Vallecas,Private room in condo,Private room,1.0,36.0,1.0,True,Room,2,0.37,0.52,0.84,0.0
8256,Centro,Entire rental unit,Entire home/apt,2.0,119.0,3.0,False,Floor,5,0.97,0.82,0.87,0.01
8257,Puente de Vallecas,Private room in home,Private room,1.0,28.0,20.0,False,Room,2,0.22,0.8,0.93,0.05
8258,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,House,5,0.9,0.5,0.77,0.01
8259,Centro,Entire rental unit,Entire home/apt,2.0,1247.0,3.9,True,Floor,4,0.77,0.88,0.81,0.01
8260,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,4,0.73,0.52,0.98,0.01
8261,Centro,Entire rental unit,Entire home/apt,3.0,184.0,4.1,True,Floor,2,0.37,0.74,1.0,0.01
8262,TetuÃ¡n,Entire home,Entire home/apt,3.0,286.0,1.0,True,House,5,0.96,0.53,0.86,0.0
8263,ChamberÃ­,Entire rental unit,Entire home/apt,3.0,180.0,30.0,False,House,5,0.82,0.51,0.63,0.08
8264,Centro,Entire rental unit,Entire home/apt,4.0,459.0,4.5,False,Floor,5,0.91,0.84,0.88,0.01
8265,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,House,5,0.82,0.5,0.46,0.01
8266,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,5,0.98,0.92,1.0,0.01
8267,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,3,0.49,0.32,0.84,0.01
8268,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,House,5,0.89,0.75,0.99,0.01
8269,Centro,Entire rental unit,Entire home/apt,1.0,767.0,4.7,True,Floor,4,0.65,0.79,0.74,0.01
8270,Salamanca,Entire rental unit,Entire home/apt,1.0,151.0,2.3,False,House,4,0.8,0.69,0.67,0.01
8271,Centro,Entire rental unit,Entire home/apt,1.0,164.0,28.0,False,House,2,0.27,0.56,0.99,0.08
8272,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,106.0,6.8,True,Floor,5,1.0,0.33,0.84,0.02
8273,Retiro,Entire rental unit,Entire home/apt,2.0,200.0,1.0,False,House,5,0.83,0.79,0.82,0.0
8274,Centro,Entire rental unit,Entire home/apt,1.0,94.0,20.0,False,House,3,0.44,0.83,0.83,0.05
8275,Centro,Entire rental unit,Entire home/apt,1.0,110.0,2.8,True,House,3,0.41,0.38,0.98,0.01
8276,Centro,Entire rental unit,Entire home/apt,1.0,131.0,2.8,True,Floor,4,0.63,0.84,0.9,0.01
8277,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,227.0,27.0,True,Floor,5,0.89,0.77,0.42,0.07
8278,Puente de Vallecas,Private room in rental unit,Private room,1.0,27.0,59.1,False,Room,5,0.81,0.54,0.84,0.16
8279,Centro,Entire rental unit,Entire home/apt,1.0,117.0,2.8,True,Floor,4,0.64,0.58,0.97,0.01
8280,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,113.0,30.5,True,Floor,4,0.66,0.9,0.92,0.08
8281,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,143.0,4.7,False,Floor,4,0.78,0.54,0.93,0.01
8282,Centro,Entire rental unit,Entire home/apt,1.0,75.0,1.6,True,Floor,4,0.79,0.45,0.52,0.0
8283,Arganzuela,Entire rental unit,Entire home/apt,1.0,87.0,3.8,False,House,4,0.69,0.32,0.38,0.01
8284,ChamartÃ­n,Entire rental unit,Entire home/apt,3.0,205.0,32.0,False,Floor,3,0.47,0.55,0.95,0.09
8285,Carabanchel,Entire home,Entire home/apt,2.0,108.0,3.0,False,House,2,0.29,0.52,0.64,0.01
8286,Centro,Entire rental unit,Entire home/apt,1.0,81.0,86.5,False,Floor,4,0.62,0.56,0.93,0.24
8287,Latina,Entire rental unit,Entire home/apt,1.0,66.0,32.0,True,House,5,0.82,0.76,0.87,0.09
8288,Centro,Entire rental unit,Entire home/apt,1.0,108.0,2.8,True,House,3,0.48,0.4,0.84,0.01
